nama_das,nama_ws_induk,luas_das_km2
SENTIGI,WS PAWAN,0.05
KATUNG,WS PAWAN,0.05
CABE,WS PAWAN,0.05
SEMPADI KECIL,WS PAWAN,0.04
LALANG,WS PAWAN,0.03
PAYUNG,WS PAWAN,0.03
RUSA DUA,WS PAWAN,0.02
BAGU,WS PAWAN,0.02
PELINTU,WS PAWAN,0.01
SALAHNAMA,WS PAWAN,0.01
NANAS,WS PAWAN,0.01
CERMIN,WS PAWAN,0.0
KERENGGA,WS PAWAN,0.0
ELANG,WS PAWAN,0.0
BOYO,WS PEMALI-COMAL,152.61
BUGEL BATANG,WS PEMALI-COMAL,3.04
CACABAN,WS PEMALI-COMAL,151.71
CENANG,WS PEMALI-COMAL,38.64
WADAS GANGSA,WS PEMALI-COMAL,194.41
GUNG,WS PEMALI-COMAL,186.12
KARANGGENENG,WS PEMALI-COMAL,21.1
KADUNGULING,WS PEMALI-COMAL,8.05
KROTOK,WS PEMALI-COMAL,4.68
KUPANG,WS PEMALI-COMAL,221.6
KURIPAN,WS PEMALI-COMAL,4.42
PAH,WS PEMALI-COMAL,67.15
PAKIJANGAN,WS PEMALI-COMAL,56.96
PEMALI,WS PEMALI-COMAL,1270.76
SENGKARANG,WS PEMALI-COMAL,317.35
SIDERPO,WS PEMALI-COMAL,73.07
SONO,WS PEMALI-COMAL,24.97
SRAGI,WS PEMALI-COMAL,399.1
URANG,WS PEMALI-COMAL,121.08
SAMBONG,WS PEMALI-COMAL,99.23
LONING,WS PEMALI-COMAL,23.56
COMAL,WS PEMALI-COMAL,860.19
WALUH ELON,WS PEMALI-COMAL,156.01
MEDONO,WS PEMALI-COMAL,43.16
JIMAT PAKIJINGAN,WS PEMALI-COMAL,32.49
RAMBUT,WS PEMALI-COMAL,161.34
SRENGSENG,WS PEMALI-COMAL,26.24
JAMURAN,WS PEMALI-COMAL,51.17
BRUNGUT,WS PEMALI-COMAL,31.51
BAROS,WS PEMALI-COMAL,18.95
PENGABUAN,WS PENGABUAN-LAGAN,4190.66
MENDAHARA,WS PENGABUAN-LAGAN,808.4
BETARA,WS PENGABUAN-LAGAN,866.09
LAGAN,WS PENGABUAN-LAGAN,709.58
PANGKAL DURI,WS PENGABUAN-LAGAN,387.18
BATU KAPAL PULAU,WS POIGAR-RANOYAPO,0.02
TELING PULAU,WS POIGAR-RANOYAPO,0.02
SONDAKEN PULAU 2,WS POIGAR-RANOYAPO,0.01
WAWANTAYAAN PULAU 1,WS POIGAR-RANOYAPO,0.01
SONDAKEN PULAU 1,WS POIGAR-RANOYAPO,0.01
DUAPULUH,WS POIGAR-RANOYAPO,0.01
DIDIKE 1,WS POIGAR-RANOYAPO,0.01
SINEREMAN PULAU 1,WS POIGAR-RANOYAPO,0.0
TALONGKA PULAU 1,WS POIGAR-RANOYAPO,0.0
DIDIKE,WS POIGAR-RANOYAPO,0.0
SINEREMAN PULAU 2,WS POIGAR-RANOYAPO,0.0
DIDIKE 2,WS POIGAR-RANOYAPO,0.0
RANOYAPO,WS POIGAR-RANOYAPO,737.21
POIGAR,WS POIGAR-RANOYAPO,393.95
NIMANGA,WS POIGAR-RANOYAPO,308.52
RANOWANGKO,WS POIGAR-RANOYAPO,96.32
ROYONGAN RANOWANGKO,WS POIGAR-RANOYAPO,77.29
PENTU,WS POIGAR-RANOYAPO,76.85
ONGKAW,WS POIGAR-RANOYAPO,36.15
RANOTUANA,WS POIGAR-RANOYAPO,34.33
TAMBALA,WS POIGAR-RANOYAPO,28.58
WATU,WS POIGAR-RANOYAPO,27.81
SENDOWAN,WS POIGAR-RANOYAPO,27.44
MOLINOW,WS POIGAR-RANOYAPO,26.81
SOSONGEA,WS POIGAR-RANOYAPO,24.61
TATELI,WS POIGAR-RANOYAPO,23.56
POPARENG,WS POIGAR-RANOYAPO,23.07
TAWAANG,WS POIGAR-RANOYAPO,20.83
WOROTIKAN,WS POIGAR-RANOYAPO,18.94
NGARALEWO,WS POIGAR-RANOYAPO,18.9
LIWASON,WS POIGAR-RANOYAPO,17.56
MAYAAN,WS POIGAR-RANOYAPO,17.5
RANOMEA,WS POIGAR-RANOYAPO,15.54
ARAKAN,WS POIGAR-RANOYAPO,15.0
RANOILOKON,WS POIGAR-RANOYAPO,14.54
SIDATE,WS POIGAR-RANOYAPO,13.8
MAASIN,WS POIGAR-RANOYAPO,12.64
PINSAN,WS POIGAR-RANOYAPO,12.66
MOINIT,WS POIGAR-RANOYAPO,12.14
TALONGKA,WS POIGAR-RANOYAPO,11.27
IMPIT,WS POIGAR-RANOYAPO,10.36
DUASEMBILAN,WS POIGAR-RANOYAPO,9.21
BATU KAPAL,WS POIGAR-RANOYAPO,7.67
POOPOH,WS POIGAR-RANOYAPO,7.61
MAKAKITU,WS POIGAR-RANOYAPO,6.18
SUMALUSUK,WS POIGAR-RANOYAPO,6.1
MAKETA,WS POIGAR-RANOYAPO,5.42
WAWANTAYAAN,WS POIGAR-RANOYAPO,5.59
KUMU,WS POIGAR-RANOYAPO,5.54
LANGSOT,WS POIGAR-RANOYAPO,5.2
TETESALU,WS POIGAR-RANOYAPO,5.09
TANGOP,WS POIGAR-RANOYAPO,4.9
BUNTONG,WS POIGAR-RANOYAPO,4.57
PONNAK,WS POIGAR-RANOYAPO,4.3
PAKIN,WS POIGAR-RANOYAPO,4.21
NOIT,WS POIGAR-RANOYAPO,3.94
MATANI,WS POIGAR-RANOYAPO,3.45
BOYONG,WS POIGAR-RANOYAPO,3.39
TANAMON,WS POIGAR-RANOYAPO,2.93
SIDATE 1,WS POIGAR-RANOYAPO,2.91
BORGO,WS POIGAR-RANOYAPO,2.8
BLONGKO,WS POIGAR-RANOYAPO,2.81
LOSUN,WS POIGAR-RANOYAPO,2.76
PINALING,WS POIGAR-RANOYAPO,2.73
TETEMPANGAN,WS POIGAR-RANOYAPO,3.01
BULO 2,WS POIGAR-RANOYAPO,2.68
ELOE,WS POIGAR-RANOYAPO,2.67
BINTANGUR,WS POIGAR-RANOYAPO,2.67
MAINTANG,WS POIGAR-RANOYAPO,2.61
MOBONGO,WS POIGAR-RANOYAPO,2.52
SINEREMAN,WS POIGAR-RANOYAPO,2.46
MOSANTI,WS POIGAR-RANOYAPO,2.44
KUMAYOWA,WS POIGAR-RANOYAPO,2.47
KAWANGKOAN BAWAH,WS POIGAR-RANOYAPO,2.49
BLONGKO UTARA,WS POIGAR-RANOYAPO,2.26
TELING,WS POIGAR-RANOYAPO,2.26
PATUKU,WS POIGAR-RANOYAPO,2.14
KOBIO,WS POIGAR-RANOYAPO,2.01
SAMPELANG,WS POIGAR-RANOYAPO,2.01
LAIMPANGI,WS POIGAR-RANOYAPO,1.99
TELING 1,WS POIGAR-RANOYAPO,1.98
MAASIN 2,WS POIGAR-RANOYAPO,1.96
KALOW,WS POIGAR-RANOYAPO,1.83
SAMBALEAN,WS POIGAR-RANOYAPO,1.78
PONDANG 1,WS POIGAR-RANOYAPO,1.79
WAWONTULAP,WS POIGAR-RANOYAPO,1.69
TANAMON UTARA,WS POIGAR-RANOYAPO,1.65
POIGAR SATU,WS POIGAR-RANOYAPO,1.47
KUMU KECIL,WS POIGAR-RANOYAPO,1.45
KUMU KECIL 2,WS POIGAR-RANOYAPO,1.39
MESET,WS POIGAR-RANOYAPO,1.38
BINTANGUR I,WS POIGAR-RANOYAPO,1.42
LAIPANGI KECIL,WS POIGAR-RANOYAPO,1.26
BAJO,WS POIGAR-RANOYAPO,1.23
BATU KAPAL 2,WS POIGAR-RANOYAPO,1.24
SAPA BARAT,WS POIGAR-RANOYAPO,1.21
TINUNDEK,WS POIGAR-RANOYAPO,1.18
MAINTANG I,WS POIGAR-RANOYAPO,1.27
PAKIN BARAT,WS POIGAR-RANOYAPO,1.14
AERGALE,WS POIGAR-RANOYAPO,1.09
BATU KAPAL 1,WS POIGAR-RANOYAPO,1.01
POOPOH KECIL 2,WS POIGAR-RANOYAPO,1.0
WOROTIKAN 1,WS POIGAR-RANOYAPO,1.01
MAGATASI,WS POIGAR-RANOYAPO,0.75
TATAPAAN,WS POIGAR-RANOYAPO,0.72
POOPOH KECIL,WS POIGAR-RANOYAPO,0.67
KUMU KECIL 3,WS POIGAR-RANOYAPO,0.64
BITUNG,WS POIGAR-RANOYAPO,0.54
WAWANTAYAAN PULAU 2,WS POIGAR-RANOYAPO,0.0
RORAYA,WS POLEANG-RORAYA,1553.19
POLEANG DS,WS POLEANG-RORAYA,1088.68
LAEYA,WS POLEANG-RORAYA,690.28
DOULE WUMBUBANGKA,WS POLEANG-RORAYA,420.9
WANGGU,WS POLEANG-RORAYA,339.74
KOLONO DS,WS POLEANG-RORAYA,172.71
BONGGOEYA,WS POLEANG-RORAYA,145.93
BAMBAEA DS,WS POLEANG-RORAYA,113.37
LAMPOPALA,WS POLEANG-RORAYA,106.7
AMEAI,WS POLEANG-RORAYA,103.11
LAONTI,WS POLEANG-RORAYA,102.53
PEAPI,WS POLEANG-RORAYA,94.46
LORA,WS POLEANG-RORAYA,92.12
MERETUMBO,WS POLEANG-RORAYA,77.88
LENGKAPA,WS POLEANG-RORAYA,76.69
TUMBURANO,WS POLEANG-RORAYA,63.44
PARIA,WS POLEANG-RORAYA,53.95
LA DIANTA,WS POLEANG-RORAYA,46.96
WUNGKOLO,WS POLEANG-RORAYA,44.34
PUUWIAU DS,WS POLEANG-RORAYA,42.42
BOASING,WS POLEANG-RORAYA,39.81
LAROKO,WS POLEANG-RORAYA,39.69
LAKEKEA DS,WS POLEANG-RORAYA,37.79
LAWIU,WS POLEANG-RORAYA,37.66
LABOEA,WS POLEANG-RORAYA,36.62
WAWOUSO DS,WS POLEANG-RORAYA,34.66
LA MOSOLO,WS POLEANG-RORAYA,32.1
BAKUTARU DS,WS POLEANG-RORAYA,31.53
BOBOLIO DS,WS POLEANG-RORAYA,30.69
WINUO WINDONU,WS POLEANG-RORAYA,30.23
LA BEAU,WS POLEANG-RORAYA,29.24
MOJUNO,WS POLEANG-RORAYA,27.96
ROKOROKO,WS POLEANG-RORAYA,27.82
PARASI,WS POLEANG-RORAYA,25.3
NOKAMBU,WS POLEANG-RORAYA,25.16
LANGARA,WS POLEANG-RORAYA,24.71
MOOLO,WS POLEANG-RORAYA,24.54
KEKU DS,WS POLEANG-RORAYA,24.24
KALO-KALO DS,WS POLEANG-RORAYA,24.24
LA MOLUO,WS POLEANG-RORAYA,23.48
MATAMBAWE,WS POLEANG-RORAYA,23.23
TUSUI,WS POLEANG-RORAYA,22.59
LA POO,WS POLEANG-RORAYA,22.25
TOLAMBATU,WS POLEANG-RORAYA,21.2
POLARA,WS POLEANG-RORAYA,20.81
MATANGGONAWE,WS POLEANG-RORAYA,20.25
WOWOPONDO,WS POLEANG-RORAYA,19.41
SAMBULI DS,WS POLEANG-RORAYA,17.84
LAPUKO,WS POLEANG-RORAYA,16.8
ANDINETE,WS POLEANG-RORAYA,16.54
ABELI,WS POLEANG-RORAYA,16.13
POEA,WS POLEANG-RORAYA,15.03
KOEONO,WS POLEANG-RORAYA,15.02
WINDONU DS,WS POLEANG-RORAYA,14.46
BATU METE,WS POLEANG-RORAYA,14.38
LA MUNSE,WS POLEANG-RORAYA,14.07
TAMBOLOSU DS,WS POLEANG-RORAYA,13.71
BUNGINKALO,WS POLEANG-RORAYA,12.57
MORAMO,WS POLEANG-RORAYA,12.18
WAWORANO,WS POLEANG-RORAYA,11.84
KAINDI,WS POLEANG-RORAYA,11.34
LAWEY,WS POLEANG-RORAYA,11.24
MONGUPA,WS POLEANG-RORAYA,11.16
PUUMASEA,WS POLEANG-RORAYA,11.05
KORUMBA,WS POLEANG-RORAYA,10.92
LANTAWONUA,WS POLEANG-RORAYA,10.8
MOLINESE,WS POLEANG-RORAYA,10.68
MATABUBU,WS POLEANG-RORAYA,10.49
TAMBEANGA,WS POLEANG-RORAYA,10.23
LANGGAPULU DS,WS POLEANG-RORAYA,9.88
LA SAMU,WS POLEANG-RORAYA,9.75
MALARINGGI,WS POLEANG-RORAYA,9.57
ANGGOEYA,WS POLEANG-RORAYA,9.02
LAMBANGI,WS POLEANG-RORAYA,8.91
LA INEA,WS POLEANG-RORAYA,8.79
LANGARA UTARA,WS POLEANG-RORAYA,8.56
TOROBOLU,WS POLEANG-RORAYA,8.51
IWAWO,WS POLEANG-RORAYA,8.22
WAWOLAA,WS POLEANG-RORAYA,8.17
ADAKA,WS POLEANG-RORAYA,8.03
MINASAJAYA,WS POLEANG-RORAYA,7.87
TOWULAMEA,WS POLEANG-RORAYA,7.86
LAMATABURANGA,WS POLEANG-RORAYA,7.84
ONEPUTE,WS POLEANG-RORAYA,7.53
WANGKOLABU,WS POLEANG-RORAYA,7.19
ANDRAKURA,WS POLEANG-RORAYA,7.16
WATUNDOLUBOTO,WS POLEANG-RORAYA,7.12
SANUA SATU,WS POLEANG-RORAYA,6.93
KADEARENDA,WS POLEANG-RORAYA,6.89
NOKO,WS POLEANG-RORAYA,6.85
LANDAI,WS POLEANG-RORAYA,6.72
PUUNTONGORI,WS POLEANG-RORAYA,6.68
ATOWATU,WS POLEANG-RORAYA,6.67
TOREGA,WS POLEANG-RORAYA,6.65
LAHUNDAPE SATU,WS POLEANG-RORAYA,6.57
MATANDAHI,WS POLEANG-RORAYA,6.54
AALAA LEMO,WS POLEANG-RORAYA,6.49
WATUKILA,WS POLEANG-RORAYA,6.5
AATAA MATA,WS POLEANG-RORAYA,6.45
NIRANUANG,WS POLEANG-RORAYA,6.38
TANJUNG LAINEA,WS POLEANG-RORAYA,6.25
SAWAPUDO,WS POLEANG-RORAYA,6.25
WAKATA,WS POLEANG-RORAYA,6.01
TEPOROKO,WS POLEANG-RORAYA,5.94
LEBO SELATAN,WS POLEANG-RORAYA,5.87
BAMBU,WS POLEANG-RORAYA,5.86
POMBALEOTUBUNGKU,WS POLEANG-RORAYA,5.85
PANGGOOSI,WS POLEANG-RORAYA,5.72
WAWATU,WS POLEANG-RORAYA,5.7
SUMBER JAYA,WS POLEANG-RORAYA,5.68
RUMBI RUMBIA,WS POLEANG-RORAYA,5.63
NAMU,WS POLEANG-RORAYA,5.47
SONI TIMUR,WS POLEANG-RORAYA,5.45
BAINANG,WS POLEANG-RORAYA,5.44
PUUPI UPT,WS POLEANG-RORAYA,5.31
BANGUNJAYA,WS POLEANG-RORAYA,5.27
RAPABINOPAKA,WS POLEANG-RORAYA,5.25
SOROPIA,WS POLEANG-RORAYA,5.23
NAMBO JAYA SELATAN,WS POLEANG-RORAYA,5.01
AKUNI,WS POLEANG-RORAYA,4.97
MAWA,WS POLEANG-RORAYA,4.9
MALI UTARA,WS POLEANG-RORAYA,4.85
PESOA,WS POLEANG-RORAYA,4.72
SALO,WS POLEANG-RORAYA,4.7
LABOTAONE,WS POLEANG-RORAYA,4.6
MELONTONO,WS POLEANG-RORAYA,4.5
KAJAKSSING,WS POLEANG-RORAYA,4.48
PALINGI,WS POLEANG-RORAYA,4.4
KAMPA,WS POLEANG-RORAYA,4.36
TAWATAWARO,WS POLEANG-RORAYA,4.35
MACCIMPOLONG,WS POLEANG-RORAYA,4.29
LABABAU,WS POLEANG-RORAYA,4.27
WAWOBEAU,WS POLEANG-RORAYA,4.2
MARAMPUKA,WS POLEANG-RORAYA,4.1
LALEBO,WS POLEANG-RORAYA,4.09
TUE-TUE,WS POLEANG-RORAYA,4.07
POLEWATI,WS POLEANG-RORAYA,3.98
PULEPULELOA,WS POLEANG-RORAYA,3.91
LABIAU,WS POLEANG-RORAYA,3.88
PARIA DS,WS POLEANG-RORAYA,3.83
DEMBA,WS POLEANG-RORAYA,3.82
TAMBOLOSU TIMUR,WS POLEANG-RORAYA,3.79
SONI,WS POLEANG-RORAYA,3.79
TODONGGITO,WS POLEANG-RORAYA,3.79
WAWOBUNGI,WS POLEANG-RORAYA,3.61
MANGGABUTU,WS POLEANG-RORAYA,3.61
WATUNGGEAKEA,WS POLEANG-RORAYA,3.58
PUUNGGULOBA,WS POLEANG-RORAYA,3.57
AMOLENGO,WS POLEANG-RORAYA,3.57
TOBEA,WS POLEANG-RORAYA,3.55
PONTOLABUA,WS POLEANG-RORAYA,3.5
MANUMOHEWU,WS POLEANG-RORAYA,3.41
TOOLA,WS POLEANG-RORAYA,3.39
LIMBUARA SELATAN,WS POLEANG-RORAYA,3.38
TAPULAGA,WS POLEANG-RORAYA,3.37
AMONDO,WS POLEANG-RORAYA,3.33
TANJUNG TIRAM,WS POLEANG-RORAYA,3.33
BONDU-BONDU,WS POLEANG-RORAYA,3.32
OROOKO,WS POLEANG-RORAYA,3.28
LOLIBO,WS POLEANG-RORAYA,3.27
NAMBO JAYA,WS POLEANG-RORAYA,3.26
RUMBARUMBA,WS POLEANG-RORAYA,3.25
MANDOBI,WS POLEANG-RORAYA,3.21
TORONIPA,WS POLEANG-RORAYA,3.18
TOROMAGINTI,WS POLEANG-RORAYA,3.18
MATABUBU,WS POLEANG-RORAYA,3.13
PUUWATU,WS POLEANG-RORAYA,3.11
CEMPEDAK DARAT UTARA,WS POLEANG-RORAYA,3.1
TAPUAHI,WS POLEANG-RORAYA,3.08
LIDIPO,WS POLEANG-RORAYA,3.08
TUMBUTUMBU,WS POLEANG-RORAYA,3.08
TUMBUTUMBU DUA,WS POLEANG-RORAYA,3.04
LIMBUARA,WS POLEANG-RORAYA,3.03
PAMANDATI,WS POLEANG-RORAYA,2.91
KALO-KALO DARAT,WS POLEANG-RORAYA,2.9
PUUPI,WS POLEANG-RORAYA,3.76
SOPURA,WS POLEANG-RORAYA,2.83
LIMBUARA UTARA,WS POLEANG-RORAYA,2.82
LEMO,WS POLEANG-RORAYA,2.8
LEMO SATU,WS POLEANG-RORAYA,2.76
SOPPE DARAT,WS POLEANG-RORAYA,2.75
LARETE,WS POLEANG-RORAYA,2.74
NAMBOJAYA UTARA,WS POLEANG-RORAYA,2.67
WIAO HILIR,WS POLEANG-RORAYA,2.67
KUSUMOUHA,WS POLEANG-RORAYA,2.66
MATABUBUN,WS POLEANG-RORAYA,2.64
MARAMPUKA SATU,WS POLEANG-RORAYA,2.62
ABUSU,WS POLEANG-RORAYA,2.56
WIA-WIA,WS POLEANG-RORAYA,2.55
WATUONDO,WS POLEANG-RORAYA,2.53
PALIHARA,WS POLEANG-RORAYA,2.51
TAPUWATU,WS POLEANG-RORAYA,2.5
LARETE SATU,WS POLEANG-RORAYA,2.48
LAMASIDA TIMUR,WS POLEANG-RORAYA,2.48
SORUE,WS POLEANG-RORAYA,2.46
MAROMPA,WS POLEANG-RORAYA,2.44
LAKIDI,WS POLEANG-RORAYA,2.41
WANDAEHA,WS POLEANG-RORAYA,2.39
PUMBISINI,WS POLEANG-RORAYA,2.38
MONTULEKO,WS POLEANG-RORAYA,2.36
LABABAU 2,WS POLEANG-RORAYA,2.33
PETOAHA,WS POLEANG-RORAYA,2.26
UWATAPA,WS POLEANG-RORAYA,2.31
PANAMBEA DALAM,WS POLEANG-RORAYA,2.31
LEBO UTARA,WS POLEANG-RORAYA,2.3
RODA LALANU,WS POLEANG-RORAYA,2.25
LAKARA,WS POLEANG-RORAYA,2.23
MONDOE,WS POLEANG-RORAYA,2.18
NAMBOKOKULA UTARA,WS POLEANG-RORAYA,2.17
KOLONO TANJUNG DALAM,WS POLEANG-RORAYA,2.17
LAMASIDA,WS POLEANG-RORAYA,2.17
TOLELEO,WS POLEANG-RORAYA,2.16
LANOWUA,WS POLEANG-RORAYA,2.16
KONTU,WS POLEANG-RORAYA,2.16
PUUMBOE,WS POLEANG-RORAYA,2.08
PANAMBEA,WS POLEANG-RORAYA,2.03
LABUAN BEROPA,WS POLEANG-RORAYA,2.02
PETOAHA UTARA,WS POLEANG-RORAYA,1.95
LANSILOWO,WS POLEANG-RORAYA,1.97
BANGGAMOPEHA,WS POLEANG-RORAYA,1.96
TIPULU SATU,WS POLEANG-RORAYA,1.95
TEO,WS POLEANG-RORAYA,1.95
CEMPEDAK DARAT,WS POLEANG-RORAYA,1.92
LAPUTOTO,WS POLEANG-RORAYA,1.91
MASALOKA,WS POLEANG-RORAYA,1.89
BULENGGE,WS POLEANG-RORAYA,1.88
LAMEONUA,WS POLEANG-RORAYA,1.88
TAPOAHI,WS POLEANG-RORAYA,1.88
CEMPEDAK DARAT SELATAN,WS POLEANG-RORAYA,1.86
BATU PUTIH ATAS,WS POLEANG-RORAYA,1.86
BATU PUTIH BAWAH,WS POLEANG-RORAYA,1.85
TALIA,WS POLEANG-RORAYA,1.81
LAPULU,WS POLEANG-RORAYA,1.83
RENDA,WS POLEANG-RORAYA,1.82
TAPUAHI DUA,WS POLEANG-RORAYA,1.82
LALANU,WS POLEANG-RORAYA,1.81
BALUBUAJA,WS POLEANG-RORAYA,1.81
UWATAPA 3,WS POLEANG-RORAYA,1.8
WORU-WORU,WS POLEANG-RORAYA,1.78
BAHO,WS POLEANG-RORAYA,1.77
TENGAH,WS POLEANG-RORAYA,1.77
KAMPUNG JABA,WS POLEANG-RORAYA,1.77
TANJUNG WATUNOHU,WS POLEANG-RORAYA,1.77
KALI BARU TIMUR,WS POLEANG-RORAYA,1.73
LANDUWASI,WS POLEANG-RORAYA,1.67
POLOTARI TIMUR,WS POLEANG-RORAYA,1.67
BUNGKUTOKO,WS POLEANG-RORAYA,1.61
LAEA,WS POLEANG-RORAYA,1.66
KOLARO TIMUR,WS POLEANG-RORAYA,1.65
KOLARO,WS POLEANG-RORAYA,1.64
TANJUNG LAPADI,WS POLEANG-RORAYA,1.64
PUULEMO,WS POLEANG-RORAYA,1.63
POLOTARI TENGAH,WS POLEANG-RORAYA,1.62
TEKONEA,WS POLEANG-RORAYA,1.61
MATABAHO,WS POLEANG-RORAYA,1.6
PELELOA,WS POLEANG-RORAYA,1.59
KOLONO PESISIR 1,WS POLEANG-RORAYA,1.58
PULOTAI,WS POLEANG-RORAYA,1.57
TEPOLAWA,WS POLEANG-RORAYA,1.56
UWATAPA 2,WS POLEANG-RORAYA,1.56
WATU-WATU,WS POLEANG-RORAYA,1.55
LAMBESO,WS POLEANG-RORAYA,1.54
KAMPUNG JABA DUA,WS POLEANG-RORAYA,1.53
TAMBAONE,WS POLEANG-RORAYA,1.52
MOLINOSAIDAH,WS POLEANG-RORAYA,1.51
LIMBUARA TENGAH,WS POLEANG-RORAYA,1.5
RAMBURAMBU,WS POLEANG-RORAYA,1.5
PUUPI LUAR,WS POLEANG-RORAYA,1.49
PEMONTORO,WS POLEANG-RORAYA,1.48
DEMBA TIMUR,WS POLEANG-RORAYA,1.47
LAMASIDA TENGAH,WS POLEANG-RORAYA,1.47
LA TEKONEA DS,WS POLEANG-RORAYA,1.47
BONTUBONTU,WS POLEANG-RORAYA,1.46
UWATAPA 1,WS POLEANG-RORAYA,1.43
LARETE DUA,WS POLEANG-RORAYA,1.39
TONDONGGEU,WS POLEANG-RORAYA,1.38
TANASA,WS POLEANG-RORAYA,1.38
LABUTU,WS POLEANG-RORAYA,1.38
KOLONO PESISIR 2,WS POLEANG-RORAYA,1.37
RUMBAASIH,WS POLEANG-RORAYA,1.36
AWIU,WS POLEANG-RORAYA,1.35
NAMBOKOKULA,WS POLEANG-RORAYA,1.34
PONDAMBEABARATA,WS POLEANG-RORAYA,1.34
SURUE,WS POLEANG-RORAYA,1.32
PESOA BATUREMPE,WS POLEANG-RORAYA,1.31
TOLITOLI,WS POLEANG-RORAYA,1.31
POLOTARI 1,WS POLEANG-RORAYA,1.3
PUULOHO,WS POLEANG-RORAYA,1.3
PUULEMO DUA,WS POLEANG-RORAYA,1.3
TIPULU DUA,WS POLEANG-RORAYA,1.28
LABUAN BEROPA 1,WS POLEANG-RORAYA,1.27
LAWONGGI,WS POLEANG-RORAYA,1.26
TAJUNCU,WS POLEANG-RORAYA,1.26
ALODANGA 2,WS POLEANG-RORAYA,1.21
LANGGAPULU KECIL,WS POLEANG-RORAYA,1.2
LAPADI,WS POLEANG-RORAYA,1.19
KOLORARO,WS POLEANG-RORAYA,1.18
CEMPEDAK,WS POLEANG-RORAYA,1.18
PONTOLABUA LUAR,WS POLEANG-RORAYA,1.17
MALI,WS POLEANG-RORAYA,1.17
AWIU UTARA,WS POLEANG-RORAYA,1.14
MAWAR,WS POLEANG-RORAYA,1.13
BUTUEA,WS POLEANG-RORAYA,1.11
KALI BARU BARAT,WS POLEANG-RORAYA,1.11
WAWORAHA,WS POLEANG-RORAYA,1.1
LEMO DUA,WS POLEANG-RORAYA,1.1
WAKADAWU,WS POLEANG-RORAYA,1.09
TOLITOLI DUA,WS POLEANG-RORAYA,1.09
ALOLADANGA DS,WS POLEANG-RORAYA,1.09
OLLOA,WS POLEANG-RORAYA,1.07
NAKAIWAWO BARAT,WS POLEANG-RORAYA,1.05
KASILAMPE,WS POLEANG-RORAYA,1.04
NOKAIWAWO,WS POLEANG-RORAYA,1.03
TANJUNG GOMMO,WS POLEANG-RORAYA,1.01
WATU,WS POLEANG-RORAYA,1.0
GOMMO,WS POLEANG-RORAYA,1.0
MALOA,WS POLEANG-RORAYA,1.0
BATU JAYA,WS POLEANG-RORAYA,0.98
LAPOTOTO,WS POLEANG-RORAYA,0.97
SUMPANG SALO,WS POLEANG-RORAYA,0.97
OSU WATUKILA,WS POLEANG-RORAYA,0.94
WATUNGGILALA 2,WS POLEANG-RORAYA,0.94
MATAOLEO,WS POLEANG-RORAYA,0.93
ALODANGA 1,WS POLEANG-RORAYA,0.92
SAMATURU,WS POLEANG-RORAYA,0.91
PUUPI DEMBA,WS POLEANG-RORAYA,0.9
PUULEMO SATU,WS POLEANG-RORAYA,0.9
PUASANA,WS POLEANG-RORAYA,0.89
POLEWALI TIMUR,WS POLEANG-RORAYA,0.89
KASUEHA,WS POLEANG-RORAYA,0.88
OROOKO SATU,WS POLEANG-RORAYA,0.88
NGGALOWATU,WS POLEANG-RORAYA,0.88
MALARINGGI DALAM,WS POLEANG-RORAYA,0.87
LABABAU UJUNG,WS POLEANG-RORAYA,0.87
LASIABO UTARA,WS POLEANG-RORAYA,0.87
KALI BARU,WS POLEANG-RORAYA,0.86
LASIABO HILIR,WS POLEANG-RORAYA,0.86
PEMALI TIMUR,WS POLEANG-RORAYA,0.86
MALI TENGAH,WS POLEANG-RORAYA,0.85
WATUNGGILALA 1,WS POLEANG-RORAYA,0.85
MBALUPU,WS POLEANG-RORAYA,0.84
TAPUAHI SATU,WS POLEANG-RORAYA,0.84
MAROMPA LUAR,WS POLEANG-RORAYA,0.83
OPA SELATAN,WS POLEANG-RORAYA,0.82
TOLI-TOLI,WS POLEANG-RORAYA,0.82
POLEPOLELOA SATU,WS POLEANG-RORAYA,0.82
PURIRANO 2,WS POLEANG-RORAYA,0.81
MADANI,WS POLEANG-RORAYA,0.81
ALODANGA ATAS,WS POLEANG-RORAYA,0.8
TAMBAKO PULAU,WS POLEANG-RORAYA,0.8
MONTELEA,WS POLEANG-RORAYA,0.79
DEMBA LUAR,WS POLEANG-RORAYA,0.79
WARAU,WS POLEANG-RORAYA,0.78
ROROANO,WS POLEANG-RORAYA,0.78
KOLONO TANJUNG,WS POLEANG-RORAYA,0.78
NGAPAMPA,WS POLEANG-RORAYA,0.76
POLOTARI,WS POLEANG-RORAYA,0.74
POLEPOLELOA,WS POLEANG-RORAYA,0.74
TANJUNG MERAH,WS POLEANG-RORAYA,0.73
TAMBAKO DARAT,WS POLEANG-RORAYA,0.73
WAKATA UJUNG,WS POLEANG-RORAYA,0.73
LABUAN BEROPA 3,WS POLEANG-RORAYA,0.72
LAKENI,WS POLEANG-RORAYA,0.71
TONASA,WS POLEANG-RORAYA,0.71
WATUNGGILALA,WS POLEANG-RORAYA,0.7
SIGINU,WS POLEANG-RORAYA,0.69
KOLONO TANJUNG 1,WS POLEANG-RORAYA,0.68
PULOTAI 1,WS POLEANG-RORAYA,0.68
